gene,median
IDH2,1078.0
EEF1D,411.5
SDC2,1874.0
CA14,2491.0
E2F1,4306.5
BLNK,6225.0
KIT,3965.5
PI4KA,2986.0
ZNF655,2824.0
UTP11,1989.0
BRIX1,2441.0
CD96,6621.0
LRRC42,2955.5
SMG8,3364.0
PSRC1,3524.0
DOT1L,6009.5
SWI5,3144.5
MLF2,617.5
COX5A,294.5
PTPN18,2668.0
ZMIZ2,3082.5
EIF3I,339.0
USP34,3054.0
ZNF589,5669.0
ZMPSTE24,1251.5
CCT2,394.5
EGLN2,7672.5
TPM2,1207.5
RNF7,1454.0
ZNF330,1236.0
ABCA6,6824.5
DLGAP4,3877.0
PRDX4,316.0
SSH1,3867.5
KCNJ13,7137.0
PRKAG1,1152.5
SPG11,3580.5
ABLIM1,5142.0
PEAK1,4912.5
QKI,2640.5
DEGS1,587.5
VAMP8,447.5
ANKRD36B,7584.5
PPM1A,4228.0
INTS1,3675.5
ADCY7,4120.5
PGD,797.0
ASB11,7446.0
GSTM3,3960.0
C2CD3,6010.0
OSTF1,1190.0
NAA10,1539.5
ZNF717,7365.5
CELSR2,4524.5
COL18A1,2429.5
RTCB,735.0
PSAT1,1669.0
DCLK1,6025.5
ZNF407,6589.0
PPIH,2470.5
COTL1,449.5
TBC1D9B,2623.5
HIVEP1,5604.0
UTP23,3724.5
GTF2E2,2024.0
LAIR1,3579.0
RNF25,3492.0
PDE4DIP,4631.0
RNF167,934.5
CIR1,1881.5
FAM189A2,5419.5
CYSTM1,1110.5
PPCS,1287.0
ID2,1520.0
BRF1,6074.5
CREB5,6569.0
AGPAT2,1629.0
CCDC8,5977.5
GPR108,1772.5
NIP7,2109.0
GANC,5283.0
NDUFS3,1286.5
NDUFAF1,3242.5
NETO2,4825.0
GBP5,3662.5
DMD,6802.5
SH3YL1,5464.5
TRMT112,258.5
BRK1,213.5
RASA2,5443.0
RBM42,2024.5
JTB,569.5
ECI1,2029.5
MAP4K5,3833.5
AKAP9,4319.5
POLDIP2,1084.0
NIPBL,4017.0
ITGA1,5077.5
RPS29,154.0
ARG2,3935.5
MDH2,266.0
COIL,3449.5
EIF3K,241.5
EXOSC5,2355.5
PSMC6,2621.5
ABI3BP,6333.0
PLK2,2269.0
MTR,4446.5
TUBA1A,375.5
LMAN2L,3416.5
CDK5RAP3,1122.0
VPS4A,993.5
PANX1,2951.0
METTL18,4126.75
PTPN7,6180.0
DDX1,839.0
TMEM204,3896.0
EIF2S2,828.0
LACTB2,3439.5
FTO,3665.0
ZNF224,7177.0
ECH1,1506.0
TULP4,5229.5
C19orf48,2218.0
ATAD2,3436.5
RSL24D1,406.5
SLC9A3,7038.0
GGA2,2191.5
AATF,1556.5
RWDD1,1097.0
NRBF2,2311.0
SUPT20H,3717.5
ALKBH7,2451.5
UBXN1,1137.5
PLXND1,2520.5
BEX4,1120.0
PFDN5,232.0
RHBDF2,4567.5
RPL37,65.5
KIF2C,3915.5
RENBP,1139.5
CDK4,488.0
TMEM106C,1188.5
CSF3,7919.25
DCAF13,1739.5
ZPR1,1665.5
SLC44A1,2483.5
PRPF19,804.0
RUFY3,4047.0
PRDX1,90.0
DCTN2,786.5
NAV1,5166.0
SYMPK,3772.0
TM2D2,2702.0
CNOT6L,4280.5
ERAP1,2790.0
WDR7,5494.5
SH3TC1,5608.5
FLNB,3657.0
USP9Y,7435.5
NOL11,1686.0
ARL4C,3512.5
RXRA,4897.0
IRGQ,5834.5
TUBA1C,415.0
DYNC2H1,6841.5
VWF,4518.5
PDE4D,6350.0
PURA,3989.5
SHMT2,850.0
MRC1,7306.5
TMEM138,3143.5
POR,1981.0
CEBPZ,1785.5
ITGB3,5039.5
GOT2,1153.0
AKR1B1,540.5
EME2,7467.0
MMP17,4234.0
MLEC,747.5
NANS,1316.5
PPP1CA,609.0
GPM6B,713.5
RAB18,2296.0
POLR2F,3754.0
SH2B3,2923.5
MAP3K2,3920.5
LRIG2,5903.0
ZFC3H1,4321.5
DEF8,3305.0
PIK3C3,4684.5
MCTP2,7335.5
KIF26B,6588.5
NGDN,2123.0
TC2N,6295.0
POU2F2,6965.5
SVIL,4156.0
MLH3,5728.5
IL17RA,5232.0
UBL4A,1895.0
EP300,2848.0
SDHAF2,1397.0
CHST15,5547.0
NR3C1,3249.0
DNMT3A,4772.0
C2orf76,4691.5
PFKM,1393.5
SDR39U1,5952.0
SAMD9L,3548.0
MIS18A,3606.5
TRAPPC3,1045.5
ANKMY1,6788.0
POLD2,1069.5
PA2G4,618.5
COMMD10,2053.0
DIAPH1,1992.0
LMAN2,581.5
GSE1,4920.5
RETSAT,1527.5
PACS1,3450.0
KDM4B,5590.5
MBIP,2858.0
CSTF1,2617.0
ERN1,6282.75
GTPBP4,1699.5
MAP4K1,6158.5
RBM33,4699.0
UQCR11,809.5
GAR1,2589.5
USP3,5144.5
BCAS2,2963.5
RFC5,3807.5
ARHGAP31,4319.0
BIRC5,3514.5
SHISA4,3515.5
GNPDA1,1413.5
SETX,3188.0
ARAP1,2514.0
NUF2,4209.0
TMOD2,6130.5
PIK3CG,6557.5
ADAM19,5676.5
CBR3,3530.5
QTRT1,2437.5
FLI1,4621.0
TET3,5870.0
RCAN3,4386.0
TFEC,6202.5
TTL,2747.0
DNASE1,6786.5
PREX1,3278.0
ANK2,5688.0
PRAF2,2890.0
SKA2,2726.5
C1orf54,2344.0
BTBD2,3194.0
PUF60,689.5
RPP40,4331.0
FRY,6849.5
SMNDC1,2019.5
NHLRC2,5670.5
PLEKHA8,6183.0
DHRS7B,3806.0
ZNF609,4413.0
MRPL49,1694.0
MCM3AP,3201.5
PPP4C,924.0
CLEC16A,5298.5
MT2A,897.0
TBL1XR1,2069.0
PTP4A3,3331.5
ZNF652,5610.0
MOK,4459.0
MRPS6,781.0
F11,7909.0
TCTN3,2118.0
MPRIP,3162.5
SLC12A9,5162.0
ACVR2B,6495.0
PTPRB,6501.5
KLHDC4,5662.5
ATM,3677.0
HMGCR,2882.0
EDEM1,2213.5
MAVS,3296.5
KDM5A,4019.0
HOOK3,4958.0
PAPSS1,1100.0
HES1,2095.0
ZMYM2,4218.5
GAK,3382.0
MAP3K1,3539.5
CRYAB,361.0
WLS,1784.5
RRM1,2164.0
TFDP2,5609.0
DAPK1,3941.5
CXCL8,4522.5
NSMCE1,1599.5
MPL,7773.0
CHCHD3,1113.0
MPHOSPH10,2607.0
SP140,6816.5
EBAG9,3115.5
CSF3R,6321.5
PITHD1,1101.0
ABL2,3931.0
ATG2B,5013.0
WWTR1,1547.5
GNAQ,2938.0
TWSG1,2807.5
KIAA1549L,6655.0
CEP192,5748.5
CFDP1,1450.0
KIF1B,4620.0
PLXDC2,4743.5
KDM2A,2788.5
MGAT4A,4418.5
CYTH4,4573.5
IRF8,3252.5
TRIM69,5889.0
TDP2,1420.0
UNC50,1843.0
MCM6,2591.5
AIF1L,2353.0
LENG1,3932.5
MLXIP,3268.0
TMEM216,3958.0
UBQLN1,1032.5
RNPEPL1,2377.5
SSRP1,675.0
ASF1B,3598.5
PIK3CD,3173.0
TK2,4678.0
PDE4B,4335.0
ZNF32,3002.0
SRP9,537.0
AMBRA1,4443.5
GLO1,444.0
PHF21A,5448.0
CARD8,3981.5
MMP1,6610.0
ZCCHC3,2734.0
ST3GAL4,750.5
PTRH2,2557.0
PIAS2,5479.5
RUNX3,4330.5
MYL12B,100.0
RCHY1,4759.5
ANTXR2,5515.0
DMTF1,3837.0
MED20,3656.0
SFRP2,2940.5
LTBP4,5162.5
STAB1,3878.5
TMEM167A,1475.5
THEMIS2,3148.5
CASP10,6436.5
PARL,1424.5
CDKN2AIPNL,2804.5
CD302,7915.75
CLASP2,3797.5
RPL17,5850.5
GLCCI1,6268.0
TSG101,828.0
BAX,917.5
CDCA5,3659.5
UBXN7,4987.0
CKMT2,7182.0
IFI44L,4586.5
NUDCD2,1822.0
DDRGK1,1954.5
SYTL2,5167.0
NCOR1,3283.0
TMED1,4419.5
STK32B,5572.0
PIKFYVE,4086.5
INO80,4982.0
CYB5D1,4957.5
SLC16A1,1857.5
ARHGEF10L,5662.5
RARG,3611.5
LEO1,2838.0
CTC1,5790.5
COMMD2,2762.0
IL2RB,5142.0
C8orf48,6163.5
RNASE6,1741.0
MCM7,1061.0
NFIC,3645.5
TRIM51,6319.0
RASAL3,6496.0
DESI1,3183.0
SEC22C,3323.0
BAZ2A,2812.5
CENPU,4070.5
POU5F2,7929.75
MRPS14,2483.0
DNAJB4,3285.5
LY96,1105.5
ERCC6,7061.5
SETD2,3909.0
PYCR1,2544.5
TUBB2A,1773.0
EXOC7,2937.0
PMVK,1651.0
SPARCL1,1001.5
PTPRE,5410.5
MIS12,3319.5
RNF169,5974.5
LSS,3736.0
GOT1,2573.0
TMEM131,3905.5
MTMR3,4299.5
KCNC4,6704.0
MZB1,6836.0
STRAP,554.0
SDF2L1,2261.5
CLK3,4645.0
ASXL2,4248.0
HMBOX1,6283.5
SKIL,4560.0
CHD6,4946.0
ETFB,1311.0
CRTC3,3980.0
TNRC6C,6267.5
GPAA1,952.5
TMEM263,1426.0
AGO4,4865.5
MRGPRX3,7565.5
PDPK1,4517.5
TUBGCP6,4590.0
ADPRM,4769.0
BTBD3,2244.5
TIPRL,1538.0
EHBP1L1,2821.5
RRP9,2862.0
PRDX3,352.0
FYCO1,4193.5
KCNAB2,2342.0
GPR153,4050.0
PDE7A,5585.0
SLAMF7,3184.5
DRAP1,894.5
RNASEH2B,2932.5
IFT27,5807.5
RSF1,5048.5
ST8SIA4,5590.5
UCHL3,2386.0
TSEN15,1692.0
NAT14,3048.0
NAV3,7008.0
PGM2,2655.5
RXRG,5042.5
ACACB,6361.5
GLT8D1,1555.0
BCAN,6438.5
SCOC,1027.5
SUCLA2,2424.0
MTHFD1L,4002.0
HABP4,3404.0
CEBPA,4597.0
PSMD3,898.5
AMPD3,6110.0
SAP30,3643.5
RAB5B,1333.0
CR2,7748.0
ZMAT1,6892.5
SEC11C,890.0
TRIM14,3649.0
MCM2,3164.5
RITA1,3334.5
GPX4,222.5
MT1G,5065.5
GNL1,7024.0
LARP4B,3862.5
MOAP1,2072.0
ANKHD1,7245.5
COPZ2,3391.5
MARCKSL1,229.5
RAI1,4328.0
RRAGC,1901.0
C16orf91,4224.5
JRKL,4543.0
PTPN2,3529.0
NAT9,2330.5
CADM4,4252.5
WDPCP,7011.0
SLC35A3,5138.5
GIGYF2,3651.0
PIGW,3822.5
ARHGEF1,2806.5
ASH1L,4171.0
S100A11,46.0
CPOX,2336.0
IMMP2L,5141.0
SEC14L1,2654.0
AGA,2618.0
CD164,341.0
RASAL2,5361.5
HAS2,5608.5
GDF11,4594.5
ADARB1,5188.5
MIRLET7D,5592.0
DICER1,3684.0
LILRB1,5758.5
DLG1,3482.5
LRRC39,6581.5
PTPN4,6486.0
APMAP,603.5
HLA-DQA1,950.0
GABPB2,6198.5
UQCC2,2375.5
SIDT2,3911.0
FBXO3,4849.5
CCT4,389.5
ETNK1,2555.5
AKR7A2,2676.5
VAC14,3148.0
GTF2F2,1224.0
ERCC6L2,6548.0
IMMT,1015.5
KIF23,3636.0
CHST10,4296.5
PPP1R15A,1166.5
TAGAP,5766.0
PPA1,519.0
BANK1,7516.5
CHSY3,6194.5
CHMP2B,1781.5
INPP5B,5317.0
CRYL1,1733.5
SNRNP70,1217.0
PDK1,4922.0
AP5M1,3202.0
LRP2,7590.0
ARPC5L,1359.0
PROCR,4252.5
ING4,2272.5
ZBTB7A,4335.0
CUL9,5370.0
TOMM7,107.5
JRK,5285.0
NR2C2AP,3299.5
OGFR,3887.5
LSP1,2722.0
MAFK,5892.0
RND3,2354.5
RERE,3293.0
RHNO1,3078.75
SMCHD1,3247.0
ARID4B,4520.5
TP53RK,3132.5
SNX13,4499.5
MTOR,3806.0
TRIM38,3447.0
CHIT1,7149.5
SLC46A1,6698.5
MOG,7904.0
PRPF4,2837.5
CCNE2,5274.5
TECPR1,4925.0
ITPA,1470.5
UBB,47.0
KIAA0319L,3193.5
AARSD1,7833.5
LINGO1,5381.5
RBM3,511.5
UTP18,1324.0
OPHN1,6443.0
NSDHL,3013.0
LTBP2,5250.0
LOXL4,6285.5
NISCH,3457.5
SLC52A2,2807.5
RAB13,843.5
ANP32B,433.5
CEBPD,2112.5
SNUPN,3423.5
LTV1,4333.5
ESD,968.0
SLC8A1,6132.0
SURF2,3209.5
DPP8,4621.0
NCK2,1631.0
TNS1,3674.5
ZFAND5,1441.5
DAPP1,6556.0
USP1,2154.5
GYS1,2717.0
METAP2,1218.5
PIK3AP1,3363.5
PCMT1,847.5
HDAC9,7036.75
RBM4,5605.5
ZC3HAV1,3041.0
ATP6V0A1,2287.0
SIK3,5218.0
AIFM1,2140.5
IL7R,5224.0
COQ10B,1974.0
LATS1,5040.0
PACSIN3,3387.5
WDR81,3889.5
ANP32E,1344.0
F13A1,2258.0
LGALSL,4847.0
AQR,3584.0
SPATA20,2355.0
DERA,1336.0
BDP1,4949.0
CCT8,293.0
ARHGAP4,3936.5
PRMT5,1849.5
TRAF3,4673.0
RPS10,6147.25
CCT5,614.5
IPO4,3474.0
ODF2L,5310.0
HSBP1,566.0
NSMCE2,2006.0
MAN1A2,3832.0
MYO1G,6425.0
CD247,6648.5
CDK1,3067.5
IBTK,3265.25
ZNF891,7322.5
RBM25,1948.5
KYNU,4609.5
PSME4,3025.0
SPDL1,4380.5
CCNB1IP1,1863.0
TSKU,2920.0
RPS28,40.5
CLCN5,5540.0
SESN3,4267.0
TRIM22,1874.5
KDELR1,385.0
TRIP13,5076.0
SNX4,2173.5
ABHD2,2055.5
TIAM1,6237.5
SPECC1,5804.0
PLEKHM1,6790.5
TWF1,1364.0
TMEM219,588.0
MYO7A,6962.5
BDH2,3403.0
ERLEC1,1013.0
LNP1,6351.5
TLK2,4810.0
IMPA1,2828.0
APOO,2383.0
PDHA1,1884.0
SATB1,4905.0
NMRAL1,2278.5
LDHB,69.0
SNAPC1,4691.0
FOXO1,4376.5
BCAS3,4943.0
NDE1,4641.5
PPARGC1B,6705.5
GPX3,1137.5
GLB1L,3646.0
MPHOSPH6,2554.0
KIF21B,7004.0
IQSEC1,3687.5
ZBTB40,5047.0
L3MBTL1,7287.0
SLC36A1,5424.0
IK,908.0
MADD,3542.0
EVA1B,4143.5
METTL23,1875.5
HCFC1,3814.5
APH1A,394.0
DNASE2,1047.0
MRPS31,2613.0
BUD13,3925.5
S100PBP,4943.0
HMOX2,2050.0
NHSL1,5618.0
DCK,2103.0
B3GALNT1,5283.5
ABCA7,6489.5
NUDCD1,3997.5
DENND2D,4020.5
ATP13A3,2304.0
FAM120B,4228.5
EFNA1,2858.5
HERC3,5039.5
PRDX6,238.5
CLN8,5699.5
CCNB2,3456.0
PSMC5,986.0
ZC3HC1,2927.5
CSF2RB,4902.0
PDE3B,5397.0
DENR,1317.0
CNIH1,486.0
SH2B1,4235.5
SNX20,6863.0
UBA3,966.0
GHITM,384.0
DGKD,5614.5
FASTK,2549.0
LAPTM4A,173.0
SYNPO2,6638.5
ATRAID,550.0
IDH1,908.5
NAP1L5,5281.5
RRAGB,4211.5
LUC7L,3745.0
C11orf24,1489.0
DSCC1,5037.0
TAF1,4461.0
CRIPT,3790.5
ELP2,1812.5
LY9,7168.5
AMDHD2,4517.5
FAM98A,2175.0
ARHGAP29,6213.5
AIMP1,2230.0
MAST3,6172.0
MLANA,85.5
ZNF721,6110.5
DCP2,4639.0
TPPP3,5383.0
RBM14,4213.0
IGLL5,959.5
DIABLO,6810.0
DNAJC14,2804.5
BRI3,323.0
AQP1,1821.5
BCKDHA,2994.5
FAM107B,3006.0
TRMT6,3511.5
ARRDC2,4093.5
HNRNPAB,544.5
AP2A2,3438.0
ISM1,7024.0
DENND5B,5915.5
APRT,674.0
BROX,3220.5
PHIP,4510.5
WBP2,903.0
LYPLA1,1032.0
TYW5,6771.0
MR1,4846.0
RABGEF1,3935.0
TBCD,3404.0
RAPGEF5,6372.5
TRPM2,6237.0
QSER1,4328.5
RGP1,4993.5
SIPA1L3,6285.5
NDUFA9,1145.0
FKBP7,4487.0
PTDSS1,877.5
C1RL,4588.0
ARHGAP25,5093.5
PIM2,3786.5
SARM1,7314.5
POP5,1776.0
DTX3L,2130.5
ARL4A,4026.5
GPC1,4606.5
APEX2,3005.5
RBMS2,5213.0
QDPR,1607.5
SLC25A1,1805.0
PHF14,4646.0
ZNF251,4438.0
TRPM7,3742.5
SETBP1,6892.0
UBE2S,2716.5
NPLOC4,2390.5
ARL1,1081.5
SEC24A,4034.0
PAPLN,6147.5
TRIT1,3676.5
PHF10,3361.5
DPP9,3109.5
SRI,1223.0
ACTR3,749.5
BCL2L11,5125.0
D2HGDH,6237.0
UTP14A,3594.75
LCORL,6442.5
TTC39B,6952.0
CASP8,4655.5
DENND1C,6317.0
CTNNAL1,2707.0
DNAJC1,2076.0
VMP1,601.0
CHCHD4,3490.0
NOD1,5837.5
NUDT2,2838.5
PLCB2,4875.0
IFNGR1,762.5
SMARCB1,1627.0
COL5A1,3418.5
AMACR,4076.0
CETN3,2460.0
SLFN13,7115.0
BRF2,3961.0
YTHDC2,4447.5
FASTKD3,4671.5
PUS7,3917.5
BCL11B,7159.5
ZNF397,5440.0
ZNF592,4567.0
CCDC50,2073.5
CDH3,5354.0
LLPH,2277.5
CDK13,4175.5
ARL10,6937.5
C1orf122,2427.0
TGS1,3374.5
IL17D,6073.0
LAMA5,6321.5
BBS4,3524.0
IL21R,7222.5
TUBB6,1923.5
SPEN,4143.5
SDHAF1,3847.5
PLXNB3,6392.0
MPPE1,5638.0
RFC2,2137.5
ATP6V0E2,3634.0
SERPINB9,4898.5
C3orf14,3481.5
BTBD19,6602.5
GPS1,1368.5
HIPK1,3134.0
ORAI2,5434.0
KLF2,4684.5
TSPAN9,3475.0
CDKN2D,4267.0
ZNF358,2513.0
ABCC1,4467.0
HEMK1,5584.0
SERPINI1,5243.5
CHRAC1,2779.5
YAF2,6278.5
NPTN,748.5
DRG1,1095.5
CDKN2A,6604.0
UBR1,4476.0
CINP,2493.0
SLC7A6OS,5300.0
PHF3,3420.0
FDPS,889.0
FOSB,6964.0
ZNF780B,6498.5
SP110,3706.0
ELOVL6,4643.5
CKLF,6697.0
MLYCD,4720.0
UCK1,2440.5
FZD6,2837.0
USP54,5026.0
SPNS1,3461.5
CEP350,4208.5
PLEKHG1,6230.0
MTHFD2,1362.0
TXLNA,2006.5
RBM28,3605.5
RPIA,2926.0
PMM2,3153.0
SHARPIN,2204.0
NDFIP2,3111.5
CCDC59,2990.5
TVP23C,7410.0
ST3GAL1,2863.5
REXO4,2979.0
GMPR,1770.5
NCOA1,4083.5
GFOD1,7046.0
POLR2C,1427.5
MKNK1,3908.0
PDLIM1,1841.5
TNFRSF19,2101.0
SSR2,903.0
GAN,7241.0
HLA-DRB1,920.0
UBE2A,1186.5
ATRX,3602.0
ASB9,4201.0
SEPHS2,623.5
ING2,4647.0
MGME1,2144.5
CTSL,133.5
LGALS8,3410.5
RAB11FIP1,4850.5
IDH3G,1818.0
LIMK1,3587.5
DOLK,3611.0
NOLC1,1328.0
KNSTRN,3872.25
TMEM256,2463.0
ZNF462,6446.0
MDH1,290.5
LSM1,1441.5
CIAPIN1,2158.0
ZNF236,6534.0
ACSL5,4752.5
PDK4,3551.5
MAGI2,6821.5
ARHGAP9,5572.5
ENDOD1,1797.5
AGBL5,3660.5
POLR3F,4042.5
GATAD2B,4480.0
PDLIM2,6271.0
PAX5,7800.5
BMP4,6247.0
PPP2R1B,4830.0
EIF2AK4,3440.0
JAK2,4799.0
ACCS,5546.0
OLFML3,2959.0
SESTD1,5514.5
FAM78A,5348.0
UBR2,4202.5
TM2D3,2813.0
AGTRAP,1424.0
ANGPTL4,4730.5
HM13,1034.5
NEK9,2437.5
WBP4,3482.0
COA7,3675.5
EXOC6B,6205.0
SMIM14,3072.5
ZNF101,5500.0
SLC25A5,94.5
ABCA1,3999.5
MED7,3760.5
SNRK,4456.5
DNAJB1,520.5
USP6NL,4307.0
ST3GAL2,4158.5
DIS3L2,5658.0
PLEKHM3,6532.5
KLRD1,7198.0
OAS3,3890.5
HTR2B,6528.5
GPKOW,4057.5
GPS2,7697.5
ZNF22,2279.0
CAMK1D,6905.5
EPHX1,1474.5
LIMD2,4107.5
POLR1E,3186.5
ARF4,239.5
ZFAND6,978.5
SUPT4H1,1164.5
FUCA2,1581.0
RAD50,3662.5
EIF3G,761.5
CYTIP,5004.5
PSMB4,110.0
NMB,4984.5
TCIRG1,3051.5
IFIT3,1676.5
CTSF,1015.5
CR1,7081.5
EMC4,1427.0
CREB1,4461.5
BZW2,1158.5
TNIK,6182.5
COX4I1,292.5
ASF1A,3488.0
ZMIZ1,3215.0
PHKB,3533.5
EEF2K,4530.0
DVL2,2868.5
GLTP,2573.0
BCKDK,2137.5
C1D,2327.0
UBP1,1754.5
P4HA1,1021.5
NDUFV2,422.0
DSN1,3623.0
CA2,5037.5
CLCN6,5289.0
DBNDD2,7691.5
CDC26,7664.0
FDCSP,6332.0
ANKRD52,3666.5
EVI5,5102.5
DDOST,241.5
EHMT2,6784.0
CDKN1B,1319.0
TRIB3,2805.0
PIGA,3998.0
UBAP2,5100.0
IFI35,1467.5
FRA10AC1,6076.0
PDE10A,7098.5
NBAS,4371.0
ECI2,1950.0
USP53,5269.0
SERTAD1,3278.5
TMC6,2933.0
TPCN1,3315.5
OSBPL2,4552.0
RAD51B,6662.5
TGM2,3185.0
IQGAP2,4223.0
DENND1B,6580.0
FGGY,6465.5
RFX3,7072.0
GTF3C5,2734.5
CD40,5113.5
ZNF697,3723.0
GPR155,5302.0
PLCB1,7011.5
TOR1B,3010.0
SETD1B,5338.5
CRK,1435.5
ENAH,3964.0
PIGC,2554.5
NFATC2,5324.5
PTPN14,5048.0
CNOT2,2929.5
OAT,1088.5
CRIP2,3753.0
VWA8,5399.5
TBC1D10B,3809.0
IGFBP2,2471.0
PURB,3443.5
GPX1,190.5
ETV6,3967.0
CPNE8,4146.5
WDR59,4609.0
TMEM63B,2811.0
CDK5R1,3073.0
THAP1,4418.0
CAPNS1,213.5
CDK2,425.0
ZNF33B,6046.0
ASB8,2696.5
SLC35B3,2806.5
PMP22,328.0
CPNE5,6739.0
RHOB,810.0
KIAA2026,5092.0
BTAF1,3903.5
TCEA3,5307.5
C1orf216,2984.5
FASTKD5,3599.0
TTC9C,2793.5
SNX3,267.5
ALDH9A1,906.5
MRPS2,2674.0
RBMS3,6390.5
S100A6,34.5
ARHGAP32,5978.5
PRPF18,3931.5
RBM7,2850.5
SOX13,3939.0
MTUS1,3437.0
CHST12,4822.0
TM9SF1,3474.0
USE1,3493.5
SLMAP,4156.5
PRPS1,1779.5
TRIM26,6701.0
RNF166,4704.5
BTBD7,5184.0
ZDHHC6,2164.5
SLC38A9,5407.0
CDC45,4778.5
AOAH,4707.5
SCML4,7408.0
AP2S1,426.5
CD27,6242.75
TNKS,4140.5
PPIE,4738.5
SLC25A28,3068.0
RGS20,3371.0
KLF12,5861.5
ADRM1,1472.5
CCR7,6740.5
S100A1,101.5
PIK3R5,5621.0
CCDC88A,3953.0
BICD1,5703.5
CRNKL1,3261.5
CLEC11A,3626.5
UBR7,2430.5
ZKSCAN1,2452.5
PLRG1,2044.5
PRKAB2,4376.0
DAG1,1765.5
STX5,1973.0
DNAJB2,2700.0
CERS4,2833.5
PPAT,3924.0
CCNK,2589.0
GOLGA7,920.0
NEK2,5123.0
ZCCHC2,5777.5
UBE2N,981.0
NXPE3,5855.5
CDK12,3756.5
RPS21,62.5
GAS8,6102.5
MAP1LC3A,3672.0
URB1,5145.5
FCHSD2,4156.5
ZNF217,3219.5
ESRP1,5961.5
IKZF2,7207.0
NCOA3,3621.5
RNPEP,1472.0
SCAMP4,3318.5
PPIF,1402.5
PEX26,3629.5
METTL8,6157.0
BET1,3899.5
RAB30,6397.5
TIMMDC1,844.0
LDLRAD4,6419.5
ADCY1,6607.5
PLEKHH2,7015.5
ALKBH2,3513.5
HSD17B11,850.0
RAMP2,2549.0
ZC3H12D,7307.5
PPIC,2982.5
HEATR1,4005.0
FAHD1,2842.0
PARP2,3469.5
LRRC59,788.0
UBL7,1676.0
EIF4E3,5827.0
IFI27,268.0
SMIM3,4325.5
SIPA1,3585.0
SOX6,7012.0
SS18L2,1959.0
BCS1L,3493.0
ADH5,886.5
NDUFAF3,1762.0
CYP4V2,3335.5
AK1,3354.0
SYNGR1,4768.5
HIF1AN,3763.5
VAV1,5245.0
ZNF91,6015.0
CHD9,4378.5
NDFIP1,855.5
TMEM9,1782.5
MSH2,2978.0
DHRS1,5361.5
CREBRF,4484.5
BCL2,4205.0
BPTF,3742.0
PTPRG,4467.5
FKBP8,517.0
IFI6,200.5
ABHD11,3987.5
LIMD1,4604.0
PLK1,3687.5
PAFAH1B2,2597.0
AP1G1,2680.0
UBASH3B,5854.5
NFATC1,5867.0
FCGR2B,4564.0
GOLT1B,1585.5
TOP1MT,3743.0
R3HCC1,2667.5
COL6A3,1679.0
RLBP1,6989.0
ACACA,5015.5
PPFIBP2,4224.5
SCAPER,6420.5
GALNT3,5391.0
FCRL3,7379.0
FGD6,6779.5
AHI1,5749.5
ACAA2,1617.5
TOMM40,2595.5
PXN,1992.5
GNPAT,1741.0
DEPDC5,6156.5
CENPB,1410.5
C5orf24,1734.0
PSME1,291.5
MTMR10,4214.5
PTP4A2,681.0
DEXI,2085.5
GLOD4,1477.5
STRN,5441.0
CHD7,5444.5
NPHP4,6635.5
PEF1,1956.0
GINM1,1880.5
ZNF564,4881.25
TCF7,6401.5
RNF216,3888.5
WSB2,1036.5
MTIF3,2130.0
PRDM15,6648.5
MEGF8,4805.0
BCL2A1,911.5
ZNF627,4469.5
ACYP1,2645.5
RSAD1,2659.0
ZNHIT1,2990.5
TUBA8,6862.5
HLA-E,806.0
OR7C1,7648.5
WWP2,4113.5
SMC3,1732.5
SLC25A43,3262.5
RBM47,5229.0
LRRC47,2136.5
STAM,2720.5
PLEKHH1,5047.5
YPEL3,3573.5
EMB,4681.0
LARP7,1876.0
CCDC47,862.0
SYNJ2,6435.5
RAD23A,690.0
MFSD8,5593.0
SBNO2,3317.0
GSKIP,3336.5
ZNF493,6847.5
UBTD1,4500.0
APOL1,1822.5
FCRL1,7798.5
OTUD7B,3927.5
EDA2R,5513.0
HARS2,2907.5
ZC3H7B,2568.0
TRAPPC9,4808.5
ACOT9,1896.5
PSMG4,3528.5
RAPGEF1,2217.0
FNTA,2061.5
CHL1,5119.5
APC,5410.0
GPCPD1,4292.0
SMS,494.0
ZNF831,7564.5
TMA16,3097.0
ISCU,1211.0
TP53I3,4490.0
ERC1,4146.5
AUP1,724.5
PRAME,253.0
NPAS2,4883.0
ROBO1,4449.0
PEX2,3054.0
APIP,2743.0
CDCA8,4374.0
PHB2,312.0
TARBP1,4196.0
NOTCH2,2166.0
GTF2I,2905.5
TYRO3,3420.0
IDI1,1885.0
CFL2,2522.5
CCSER2,4095.5
COMMD5,4007.0
BRMS1L,4899.5
GZMB,4352.0
HMOX1,1001.0
FKBP5,3994.0
OXCT1,2507.5
RPS6KA2,5257.0
PAIP1,1788.0
HDAC7,3299.0
LRR1,4238.0
GBE1,2324.5
LRCH1,4419.5
MUL1,2462.0
PHACTR2,5758.5
AP1G2,4311.5
KSR1,7148.0
PTDSS2,3608.0
MKRN2,2412.0
C12orf57,3316.0
CNTRL,5482.0
STXBP5,5312.5
XRCC1,2906.0
ACY1,7443.5
CD3G,6762.5
CDCA4,3294.0
DGCR6L,2520.0
PRDM1,6108.0
HAT1,1901.0
CHAC1,6035.0
DUT,1521.0
RNF38,3861.5
LY6E,152.0
CEP164,6053.0
YIPF2,2395.5
TSNAX,1306.0
CD48,4087.0
