gene,median
MTHFSD,3518.0
ZCCHC14,2382.0
MVD,1537.0
RNF166,3976.0
APRT,755.0
CBFA2T3,5067.0
ANKRD11,1862.5
CHMP1A,2625.0
VPS9D1,3341.0
FANCA,3458.0
RPA1,2212.0
HIC1,4815.0
SRR,3619.0
ASPA,4935.0
CTNS,2528.0
EMC6,4278.0
CYB5D2,2779.0
SPNS2,4215.0
SMTNL2,5844.5
MED11,3163.0
ZMYND15,4565.0
ENO3,3524.0
RABEP1,2661.5
RPAIN,2625.0
TXNDC17,3253.0
BCL6B,5053.0
CD68,897.0
MPDU1,1943.5
SHBG,3345.0
WRAP53,3447.0
DNAH2,5233.0
TMEM88,4475.0
CHD3,3774.0
CNTROB,3377.0
PFAS,2466.0
RANGRF,3809.0
ARHGEF15,5765.0
USP43,4588.0
ADPRM,3177.5
DNAH9,5882.0
ARHGAP44,4734.0
COX10,3384.0
ADORA2B,4222.0
TTC19,3119.0
PIGL,3220.0
UBB,177.0
TRPV2,4791.0
MED9,3939.0
GID4,3623.0
DRG2,1926.5
PRPSAP2,2446.0
SLC5A10,5719.0
MAPK7,3182.0
ALDH3A2,1631.0
SPECC1,4120.0
MAP2K3,988.0
WSB1,1137.0
LGALS9,4412.0
TNFAIP1,1207.5
TMEM199,3104.5
SLC13A2,5341.0
SUPT6H,1294.0
TAOK1,1056.0
TP53I13,3032.0
ANKRD13B,4414.0
EFCAB5,5460.0
NSRP1,3437.0
GOSR1,2256.0
ATAD5,3940.5
ADAP2,4674.5
RNF135,5399.0
NF1,2106.0
SUZ12,996.0
RHBDL3,5469.0
TMEM98,2267.5
TMEM132E,5891.0
ZNF830,3099.0
FNDC8,5857.0
UNC45B,6174.5
RPL19,71.0
PPP1R1B,5058.0
TCAP,4668.0
ERBB2,3978.0
GRB7,2673.0
CSF3,4939.0
THRA,2789.0
MSL1,2144.0
CASC3,1077.5
WIPF2,2671.0
RARA,2317.5
FKBP10,2813.0
NKIRAS2,2206.0
STAT5A,4596.0
NAGLU,1667.0
COASY,1889.5
MLX,1944.0
TUBG1,805.0
CNTNAP1,3412.0
RAMP2,4071.0
AOC2,4285.0
AOC3,4803.0
IFI35,1773.0
NBR1,1263.0
DHX8,1584.0
G6PC3,1155.0
ASB16,4641.0
ADAM11,4914.0
HIGD1B,6119.5
ACBD4,3489.5
HEXIM2,3309.0
FMNL1,4657.5
GOSR2,2007.0
MYL4,5748.0
NPEPPS,1480.0
TBKBP1,4492.0
LRRC46,4927.0
PNPO,1447.0
CDK5RAP3,2096.0
SNX11,2519.0
UBE2Z,919.0
IGF2BP1,2833.0
ABI3,5452.0
NGFR,5447.0
SGCA,5414.0
XYLT2,2858.0
ACSF2,2419.0
MYCBPAP,5816.5
LUC7L3,2322.5
UTP18,1180.5
TOM1L1,2934.5
HLF,1741.0
ANKFN1,5830.5
NOG,5558.0
DGKE,3830.0
AKAP1,1345.0
MSI2,2299.5
LPO,6060.5
PPM1E,4733.0
PRR11,1280.0
SMG8,3475.5
GDPD1,3195.5
YPEL2,2203.0
RPS6KB1,2562.0
BCAS3,3778.0
MRC2,3647.0
KCNH6,4499.5
TACO1,2001.0
PSMC5,1262.0
RGS9,5816.5
PRKCA,2652.0
CACNG5,6072.0
CACNG4,5005.0
CACNG1,5362.0
NOL11,1368.0
BPTF,1848.0
AMZ2,2049.0
PRKAR1A,623.0
MAP2K6,4726.0
KCNJ2,5919.0
COG1,1575.5
C17orf80,2651.0
TTYH2,4617.0
GPRC5C,1390.5
CD300A,5926.0
RAB37,3589.5
OTOP2,5871.5
CDR2L,1721.5
KCTD2,2009.5
NUP85,1030.0
LLGL2,1556.0
ITGB4,2115.5
GALR2,4704.5
METTL23,1714.0
MGAT5B,4776.0
SEC14L1,1716.0
TNRC6C,3335.0
TMC8,4814.0
SYNGR2,2166.0
AFMID,2795.0
BIRC5,2070.0
ENGASE,3147.5
ENPP7,4331.0
CBX2,2896.5
CARD14,5379.0
SLC26A11,3485.0
CHMP6,2640.5
FSCN2,4808.0
ANAPC11,1256.0
ASPSCR1,2342.0
FOXK2,2005.5
FN3K,2979.0
GEMIN4,3381.0
GLOD4,1881.0
CRK,1444.0
MYO1C,1110.0
PITPNA,2044.5
SMYD4,2716.5
SDHC,1584.0
SMG6,3759.0
MNT,2589.0
TRPV3,4983.0
CAMKK1,4197.5
ANKFY1,2430.0
MYBBP1A,2673.0
GGT6,5206.0
ALOX15,5583.0
PELP1,1674.0
CXCL16,860.0
SLC25A11,1209.0
PFN1,111.5
ZNF232,2759.0
C1QBP,508.0
AIPL1,5665.0
PITPNM3,5221.5
SLC16A11,4778.0
ASGR1,1830.0
DVL2,2376.0
GABARAP,2475.0
SOX15,4598.0
FXR2,2072.5
SAT2,1153.5
TP53,2350.0
TRAPPC1,230.0
PER1,3838.0
AURKB,3117.0
SLC25A35,4263.0
MYH10,1413.0
MFSD6L,5240.5
STX8,2933.0
GAS7,4824.0
MYH13,6079.5
MYH1,6247.0
ZNF18,4445.5
ELAC2,1626.0
HS3ST3A1,4892.5
TEKT3,5858.0
TRIM16,3012.0
UBE2S,2054.0
CENPV,1701.0
FLCN,2638.0
COPS3,1157.5
PEMT,1976.0
SREBF1,1556.0
FAM83G,3086.0
B9D1,3449.5
NOS2,5603.0
IFT20,3735.0
VTN,627.5
PIGS,1647.0
ALDOC,339.0
SPAG5,2383.0
SDF2,2109.0
PROCA1,4543.5
RAB34,3075.5
TLCD1,1294.0
FAM222B,2656.0
FLOT2,489.0
PHF12,3189.0
SEZ6,5516.0
ABHD15,2959.5
CORO6,5030.0
SSH2,3599.5
CRLF3,2037.5
EVI2A,5816.5
MYO1D,3165.0
ASIC2,6074.0
CCL1,6291.0
SLFN11,4911.5
SLFN12,4111.0
PEX12,3956.0
CACNB1,4640.0
STAC2,4641.0
FBXL20,2610.0
NEUROD2,5900.0
PGAP3,3001.0
GSDMB,2850.0
ORMDL3,681.0
MED24,1178.0
TNS4,5198.0
KRT222,5928.5
KRT35,6193.0
KRT9,5181.0
KRT14,5967.0
KRT16,5355.0
HAP1,5391.0
JUP,1976.0
ACLY,261.0
DNAJC7,3011.5
DHX58,4105.5
KAT2A,1425.0
RAB5C,842.0
GHDC,3142.0
STAT3,1030.0
PSMC3IP,3839.0
CCR10,4708.0
VAT1,1156.0
ETV4,2862.0
MEOX1,5732.0
DUSP3,528.0
MPP2,4654.0
PPY,5900.0
PYY,5043.0
HDAC5,3436.5
UBTF,1843.0
SLC4A1,5638.0
SLC25A39,354.0
CCDC43,2284.0
GJC1,1795.0
C1QL1,4875.0
DCAKD,1644.0
CDC27,1169.5
MRPL10,2315.0
SCRN2,3554.0
SKAP1,5205.0
HOXB3,4521.0
HOXB4,4560.0
HOXB8,5926.0
HOXB13,5058.0
PHOSPHO1,5698.0
SPOP,1794.0
SLC35B1,1730.0
FAM117A,3913.0
SAMD14,4948.0
MRPL27,2062.0
LRRC59,529.0
ANKRD40,1742.0
TOB1,477.0
SPAG9,1614.5
CA10,6136.0
COIL,1407.0
MRPS23,1880.0
MKS1,3952.0
HSF5,5806.0
TRIM37,1688.0
PTRH2,2678.0
HEATR6,2328.0
CYB561,3650.0
GH2,6068.0
CD79B,4934.0
TEX2,1929.0
DDX5,622.0
AXIN2,3626.0
CEP112,4491.0
APOH,836.5
PSMD12,1697.0
C17orf58,2593.0
SLC16A6,5118.0
ABCA6,5174.0
CD300LF,5187.0
HID1,3759.5
MIF4GD,3399.0
CASKIN2,3706.0
RECQL5,3069.0
GALK1,1397.0
SRP68,1248.0
EXOC7,1829.0
FOXJ1,4558.0
QRICH2,4658.0
JMJD6,2569.0
TMC6,2795.0
TK1,846.5
CANT1,1195.5
CBX8,3439.0
TBC1D16,2516.5
SLC38A10,1473.0
NPLOC4,561.0
DCXR,535.0
RFNG,2974.0
DUS1L,2039.5
CSNK1D,917.0
SECTM1,4266.0
WDR45B,575.0
ZNF750,5816.5
KPNA2,665.0
ARHGDIA,2975.0
CLUL1,5436.0
TYMS,1393.0
NDC80,2671.0
ARHGAP28,5131.5
MTCL1,2167.0
ANKRD12,3276.5
TWSG1,3245.0
RALBP1,2115.0
VAPA,1682.0
NAPG,1967.0
CIDEA,5810.0
TUBB6,3254.5
PSMG2,574.0
CEP192,2861.5
MC5R,6072.0
GREB1L,3056.0
SNRPD1,2716.0
MIB1,2189.0
CABLES1,3316.0
IMPACT,1953.0
DSG1,5685.0
DSG4,5680.0
DSG2,1717.0
RNF125,4613.0
DTNA,3564.0
ELP2,2611.5
FHOD3,4732.0
SLC14A2,5694.0
SLC14A1,5816.5
HAUS1,2573.0
RNF165,4814.0
KATNAL2,4752.0
LIPG,3513.0
SMAD4,2504.0
DCC,6148.5
POLI,3817.0
C18orf54,3572.0
WDR7,2971.0
ST8SIA3,5659.0
NEDD4L,3454.0
CDH20,5830.5
TNFRSF11A,4705.0
SERPINB7,5900.0
SERPINB10,6143.5
SERPINB8,4197.0
CDH7,5972.0
DOK6,5458.0
CNDP2,1851.0
CNDP1,6069.0
TSHZ1,3474.0
NFATC1,4711.5
ADNP2,1857.0
METTL4,3951.5
LPIN2,902.5
MYOM1,4058.0
DLGAP1,5573.0
EPB41L3,5359.0
L3MBTL4,5303.0
PPP4R1,2203.0
PIEZO2,3454.0
ADGRA3,2225.0
AFG3L2,1046.5
ROCK1,1527.0
ESCO1,3176.0
ABHD3,2564.5
CTAGE1,6274.0
ANKRD29,4996.0
KCTD1,4415.5
CDH2,2121.0
DSC3,5291.0
B4GALT6,4523.5
KLHL14,5387.0
CCDC178,5885.0
NOL4,6192.0
ZNF24,2028.0
ZNF396,5065.0
RPRD1A,1587.0
SLC39A6,1260.0
CELF4,5594.0
EPG5,2647.0
LOXHD1,6008.0
HDHD2,1417.5
SMAD7,3829.0
DYM,1983.0
MYO5B,3827.0
MBD1,2409.0
MBD2,2305.5
STARD6,6193.0
CCDC68,2309.0
TCF4,3714.0
TXNL1,1510.0
FECH,2717.0
ALPK2,3979.0
LMAN1,533.0
PIGN,3036.0
BCL2,4190.0
KDSR,1518.0
CDH19,5781.5
CD226,5456.0
CBLN2,6148.5
NETO1,6311.0
MBP,2837.0
PARD6G,3722.5
TPGS1,4308.0
FGF22,5322.0
PALM,2674.5
MISP,3759.5
PTBP1,263.0
KISS1R,4904.0
ARID3A,2304.0
CNN2,519.0
ABCA7,4027.5
STK11,3167.5
MIDN,2314.5
DAZAP1,2296.0
APC2,4695.5
REEP6,1012.5
PLK5,5494.0
ADAT3,4187.0
CSNK1G2,942.5
IZUMO4,4971.0
DOT1L,2728.0
ZNF556,5620.0
GNA11,2111.5
S1PR4,4800.5
NCLN,1042.0
CELF5,4829.5
NFIC,1531.0
MRPL54,1953.0
NMRK2,5891.0
PIAS4,1160.5
EBI3,4450.0
FSD1,5076.5
CHAF1A,1175.0
FEM1A,2529.0
SAFB,1576.0
RPL36,413.0
CATSPERD,5830.5
NRTN,3963.0
CRB3,2134.5
TRIP10,2738.0
ZNF557,2936.0
MCOLN1,2147.0
PNPLA6,1865.0
CAMSAP3,1693.0
STXBP2,3183.0
MCEMP1,6067.0
TRAPPC5,2097.0
MAP2K7,3807.0
CCL25,5758.0
CERS4,4194.0
RAB11B,586.0
HNRNPM,854.0
ZNF317,2322.0
UBL5,1607.0
MRPL4,1588.0
ICAM5,4816.0
ILF3,518.0
QTRT1,2879.0
CARM1,879.0
TSPAN16,6148.5
SWSAP1,3979.0
ZNF627,3226.5
ZNF491,4926.0
ZNF439,4705.5
ZNF763,4892.5
JUNB,1075.0
MAST1,5190.0
GCDH,1947.0
RAD23A,1214.0
DAND5,4912.0
NACC1,1260.0
MRI1,1179.0
C19orf53,639.0
ADGRE5,2393.5
PKN1,2715.0
SNRPG,407.0
ZNF333,4691.0
OR7C2,5953.0
SYDE1,3839.0
CYP4F22,5579.5
CYP4F3,1754.0
CYP4F12,1972.0
OR10H2,6148.5
KLF2,3047.0
F2RL3,5373.0
OCEL1,1753.0
ANKLE1,4693.0
MVB12A,2594.5
MAP1S,2561.0
FCHO1,4850.0
PIK3R2,1088.0
GDF15,1245.0
KLHL26,4393.0
CRTC1,2957.0
DDX49,2265.0
ARMC6,2579.0
SLC25A42,1654.0
RFXANK,2568.0
CILP2,5326.5
PCGF6,3171.0
ZNF254,4132.0
POP4,2935.0
URI1,774.0
ZNF507,2988.0
DPY19L3,3708.0
RGS9BP,5287.0
GPATCH1,3443.0
KCTD15,3097.0
PDCD2L,2103.5
UBA2,556.0
ZNF30,3764.0
FXYD3,4408.0
FXYD7,5545.0
FXYD5,1498.0
LSR,2617.5
CD22,4791.5
HAUS5,3470.0
UPK1A,4487.0
PROSER3,3580.0
KIRREL2,5857.5
APLP1,5161.0
WDR62,3905.0
CAPNS1,201.0
ZNF567,3796.0
ZNF345,4676.0
ZNF568,5355.0
ZNF383,3824.0
SIPA1L3,2720.0
C19orf33,4794.0
CATSPERG,5027.0
PSMD8,1666.0
SPRED3,4889.0
FAM98C,3196.0
PAK4,2863.0
PLEKHG2,3810.5
LGALS14,5845.0
PLD3,1637.0
SPTBN4,5151.0
SHKBP1,1871.0
LTBP4,2383.0
CYP2F1,5920.5
AXL,4959.0
CEACAM5,5604.0
CEACAM3,6148.5
ARHGEF1,2962.0
TMEM145,4138.0
CD177,5783.0
ZNF576,2881.5
IRGC,6054.0
ZNF221,5220.0
ZNF227,3918.0
ZNF233,5477.0
BCAM,3685.0
TOMM40,1749.0
APOE,89.0
CLPTM1,451.0
RELB,3057.5
CLASRP,2624.0
GEMIN7,3524.0
KLC3,4661.0
FOSB,4272.5
PPM1N,4677.0
GIPR,5087.5
IGFL2,5938.0
HIF3A,5397.0
PPP5C,3408.0
FKRP,3501.0
CCDC9,3544.0
C5AR1,4202.5
SYNGR4,5223.0
SULT2B1,4988.0
FGF21,5068.0
RUVBL2,1007.0
BAX,1719.0
SNRNP70,547.0
CD37,4676.0
ALDH16A1,2881.5
RCN3,3706.0
PRMT1,866.0
MED25,2764.0
TBC1D17,3231.0
ZNF473,2845.0
MYBPC2,5935.0
SIGLEC7,5857.0
CD33,5535.0
SIGLECL1,6266.5
ZNF175,4590.5
FPR2,6335.5
ZNF613,4086.0
PPP2R1A,1223.0
ZNF480,4139.0
ZNF331,3617.0
PRKCG,5480.0
CACNG6,5383.0
EPS8L1,4587.5
TMEM190,5830.5
SSC5D,4264.0
ZNF524,2813.0
U2AF2,779.0
EPN1,1902.0
NLRP4,6148.5
NLRP8,5891.0
ZNF444,2899.0
GALP,6308.5
ZNF471,5670.5
ZFP28,5827.0
ZNF470,4231.0
ZNF71,4109.0
ZNF264,3417.0
AURKC,4691.5
ZNF805,3368.5
ZNF460,2753.0
ZNF548,3629.0
ZNF749,4403.0
ZNF530,4373.5
ZNF211,4181.0
ZSCAN4,6048.5
ZSCAN1,6070.5
ZNF135,4922.0
ZNF274,3127.0
ZSCAN22,4059.0
TRIM28,281.0
RPS5,90.0
ZNF324B,3720.5
MIER2,3818.0
ODF3L2,4747.0
POLR2E,1744.0
GAMT,2917.0
PCSK4,4499.5
ADAMTSL5,4273.0
TCF3,2510.0
MKNK2,1597.0
MOB3A,1981.5
AP3D1,971.0
GNG7,3163.5
DIRAS1,4754.5
SLC39A3,1919.0
TLE2,3252.0
MFSD12,3120.0
CACTIN,3405.0
PIP5K1C,2493.0
MATK,4427.0
ZFR2,5351.0
DAPK3,2595.0
SIRT6,2705.0
TMIGD2,5858.0
UBXN6,1824.0
TICAM1,2473.0
PLIN3,1846.0
SAFB2,1697.5
LONP1,1070.5
DUS3L,2430.0
FUT5,4957.0
RANBP3,1997.0
RFX2,4082.0
ACER1,5770.0
KHSRP,482.0
CD70,4907.5
C3,134.0
INSR,2879.5
XAB2,1576.0
CD320,803.0
KANK3,4916.0
ZNF414,2923.5
ADAMTS10,5413.5
ZNF558,4744.0
MUC16,5854.0
FBXL12,2337.5
OLFM2,3515.0
COL5A3,4116.0
ANGPTL6,4800.0
EIF3G,1084.5
ICAM3,1497.0
KRI1,1860.0
CDKN2D,3289.0
TMED1,1502.0
EPOR,3923.0
RGL3,4241.5
ELAVL3,5622.0
ZNF653,3814.0
ECSIT,2751.0
ELOF1,3036.0
ZNF823,3991.5
ZNF442,4725.0
ZNF443,2934.5
ZNF564,3096.0
WDR83OS,1179.0
FBXW9,3664.5
HOOK2,2764.0
PRDX2,1847.0
RTBDN,5389.0
DNASE2,2686.0
GADD45GIP1,3176.0
LYL1,4048.0
CACNA1A,5814.0
GIPC1,700.0
NDUFB7,204.5
ILVBL,1587.0
NOTCH3,3908.0
EPHX3,4747.0
BRD4,870.0
AKAP8,2508.0
WIZ,2996.0
RASAL3,4985.0
PGLYRP2,5292.0
CYP4F2,4483.0
CYP4F11,1835.0
EPS15L1,2598.0
MED26,3593.0
SMIM7,2949.5
CPAMD8,5502.0
HAUS8,3444.5
USHBP1,5383.0
BST2,3724.0
IL12RB1,5238.0
JUND,196.0
LRRC25,5014.0
FKBP8,1979.5
COMP,5506.0
COPE,854.0
SUGP2,1080.0
TM6SF2,3057.0
ATP13A1,1493.0
ZNF682,3726.0
ZNF626,4368.0
ZNF99,5942.0
ZNF675,4359.0
C19orf12,2233.5
TSHZ3,5525.0
ANKRD27,2602.0
SLC7A10,4920.0
PEPD,713.0
SCGB2B2,5380.0
LGI4,4522.5
FAM187B,6010.0
KRTDAP,6143.5
DMKN,3896.0
U2AF1L4,4117.0
HSPB6,4390.0
NPHS1,5819.0
TYROBP,3806.0
SYNE4,3312.0
CLIP3,4287.0
THAP8,3734.0
ZFP82,4487.5
ZNF829,4791.0
ZNF585A,4281.0
ZNF585B,4954.0
DPF1,4698.0
YIF1B,2524.0
GGN,5211.0
RASGRP4,5157.0
FBXO27,4504.0
GMFG,4663.0
PAF1,939.0
RPS16,51.0
EID2B,3483.5
TTC9B,5587.0
C19orf47,2459.0
HIPK4,5511.0
SERTAD3,2227.0
NUMBL,4390.0
C19orf54,2440.5
TGFB1,2652.0
PAFAH1B3,713.0
CNFN,4332.0
LIPE,5162.0
CEACAM1,1599.0
PSG9,5900.0
LYPD3,4969.0
PHLDB3,3013.0
XRCC1,2197.0
ZNF428,1358.5
PLAUR,4221.0
SMG9,2385.0
ZNF404,4933.0
ZNF45,3485.0
ZNF235,4092.5
ZNF180,4477.5
ZNF296,3374.0
NKPD1,5293.0
PPP1R13L,1992.0
RTN2,3679.5
OPA3,2568.0
EML2,3474.0
NOVA2,4497.0
CCDC8,4705.5
PTGIR,5186.5
DACT3,4955.0
STRN4,1612.5
AP2S1,228.0
ZC3H4,2617.0
MEIS3,4994.5
SLC8A2,5321.0
NAPA,3673.5
PLA2G4C,4625.0
LIG1,3088.0
CARD8,4254.5
TMEM143,2774.0
KDELR1,399.0
RPL18,80.0
NTN5,4774.0
MAMSTR,3711.0
PLEKHA4,4585.0
HRC,5186.0
SLC6A16,4479.0
SLC17A7,5372.0
NOSIP,2331.0
RRAS,952.0
IRF3,1575.5
FUZ,4836.0
PNKP,2933.0
VRK3,2529.0
KCNC3,4290.0
NAPSA,4963.0
SYT3,5524.0
KLK15,5853.0
KLK4,5900.0
KLK6,5511.5
KLK10,6074.0
KLK13,5945.5
ETFB,647.0
LIM2,6399.0
SIGLEC6,6134.0
HAS1,5780.0
FPR1,5519.5
ZNF577,4314.0
ZNF616,3306.0
ZNF836,4284.0
ZNF83,4693.5
ZNF468,4028.0
ZNF160,4077.0
ZNF665,5292.5
ZNF677,5263.0
PTPRH,3044.0
TMEM86B,3429.0
HSPBP1,2193.0
IL11,4647.0
ISOC2,1852.0
ZNF579,2622.0
ZSCAN5A,3874.0
ZNF552,4127.0
ZNF417,2753.5
ZNF256,3603.0
ZNF606,4023.0
ZNF329,4342.0
ZNF132,5046.0
ZBTB45,3987.0
CHMP2A,1023.0
UBE2M,447.0
MZF1,3217.0
PNRC2,1460.0
MRPL20,1426.5
SRSF10,944.0
ACP1,555.0
COLEC11,3787.0
SOX11,5979.0
ID2,588.0
ASAP2,2468.0
CPSF3,1362.0
IAH1,2565.0
KLF11,2751.5
HPCAL1,1134.0
KCNF1,4501.0
C2orf50,5575.0
GREB1,3582.0
TRIB2,3647.5
VSNL1,1618.0
GEN1,3658.0
KCNS3,4720.0
NCOA1,3719.5
EFR3B,5100.0
RAB10,604.0
DRC1,6070.5
SLC35F6,1479.0
EMILIN1,4323.0
KHK,1589.0
DNAJC5G,5624.0
TRIM54,5378.0
SNX17,1002.0
GCKR,2706.5
MRPL33,822.0
PLB1,4662.0
PPP1CB,1299.0
SPDYA,5137.5
LBH,5037.0
EHD3,5297.0
SLC30A6,1152.0
VIT,6148.5
GPATCH11,3646.5
QPCT,4376.0
PKDCC,2167.0
DYNC2LI1,3054.0
ABCG8,3533.0
PPM1B,1731.5
CAMKMT,1736.5
SIX3,5477.0
SOCS5,2220.0
FOXN2,1474.0
PPP1R21,2679.0
CHAC2,3401.0
ERLEC1,2730.5
ACYP2,3682.0
C2orf73,6074.0
SPTBN1,379.0
RPS27A,243.0
VRK2,1961.0
COMMD1,1260.5
MDH1,854.5
UGP2,823.0
SLC1A4,2552.5
CEP68,3733.0
ACTR2,360.0
PNO1,1853.0
PLEK,4999.0
ANXA4,1980.0
ANKRD53,5229.0
NAGK,3664.5
CCT7,355.0
STAMBP,2382.5
ACTG2,5437.0
DGUOK,670.0
MTHFD2,2589.5
TLX2,5505.0
HTRA2,2435.5
MRPL19,2447.0
DNAH6,4869.0
SH2D6,5369.5
MAT2A,568.0
VAMP8,1178.0
RNF181,676.0
USP39,1112.0
GNLY,5490.0
THNSL2,3561.0
TEX37,5740.5
RPIA,2790.0
MAL,5317.0
KCNIP3,5243.0
CNGA3,6247.0
INPP4A,3683.0
UNC50,981.5
LIPT1,3635.0
MRPL30,2816.5
CNOT11,546.0
IL1R2,3801.0
IL1RL2,5272.0
IL1RL1,5671.0
IL18R1,4957.5
SLC9A2,5140.0
GPR45,6072.0
NCK2,2770.0
CD8B,6047.5
SULT1C2,4573.5
SULT1C4,4957.5
GCC2,3402.5
CCDC138,3866.0
SOWAHC,1273.0
MERTK,3336.0
ZC3H6,4492.5
TTL,2946.0
SLC20A1,562.0
IL37,5275.0
IL36RN,6095.5
IL1RN,3794.0
PSD4,3678.0
DPP10,5909.0
DDX18,615.0
INSIG2,3044.0
MARCO,5094.0
STEAP3,1680.0
DBI,1413.0
TSN,1477.0
GYPC,4817.0
PROC,1460.0
GPR17,5816.0
UGGT1,780.0
MZT2B,3022.5
IMP4,830.0
PTPN18,1899.5
AMER3,5920.5
ARHGEF4,5444.0
GPR39,4038.0
MGAT5,2852.5
ACMSD,3927.0
CCNT2,2573.5
UBXN4,793.0
THSD7B,6283.0
HNMT,3439.0
SPOPL,2745.5
ACVR2A,3716.0
EPC2,3752.0
FMNL2,3144.0
ARL6IP6,3095.0
GPD2,3494.5
DAPL1,6072.0
TANC1,3488.0
TANK,2614.5
TBR1,5894.0
GCA,3176.0
SCN2A,5733.5
CSRNP3,4314.0
CERS6,2691.0
DHRS9,5753.0
BBS5,4866.0
PPIG,1078.5
UBR3,1521.5
GAD1,4789.0
GORASP2,803.0
HAT1,1353.5
METAP1D,4016.5
PDK1,3986.0
CDCA7,1858.0
SCRN3,3283.0
HOXD4,4558.0
MTX2,2200.0
AGPS,1924.0
OSBPL6,3829.0
DNAJC10,3535.0
DUSP19,4132.0
NUP35,2379.0
FAM171B,4074.0
WDR75,2353.0
ANKAR,4288.0
PMS1,3549.0
C2orf88,4532.0
INPP1,1742.0
MFSD6,3015.5
NAB1,3139.0
MYO1B,1581.0
MARS2,3351.0
C2orf69,1277.0
CFLAR,1850.5
CASP10,2877.0
CASP8,2426.0
STRADB,1530.0
BMPR2,3094.0
FAM117B,2832.0
ABI2,2295.0
CD28,5873.0
PARD3B,4451.0
NRP2,4625.0
FASTKD2,3113.0
CPO,5650.0
CREB1,2805.5
PIKFYVE,1461.5
CPS1,3140.0
ATIC,319.0
SMARCAL1,2593.0
RPL37A,731.0
IGFBP2,2250.0
ARPC2,517.5
PNKD,1120.0
SLC11A1,5003.0
VIL1,3251.0
BCS1L,1711.0
ZFAND2B,2561.0
ANKZF1,2594.5
DNAJB2,2238.0
INHA,5236.0
SLC4A3,5209.0
SGPP2,5437.0
MRPL44,587.0
RHBDD1,2069.0
COL4A3,5574.0
MFF,1103.0
AGFG1,1922.5
CCL20,2336.0
FBXO36,3604.0
SP100,3122.0
ITM2C,1113.0
PSMD1,381.5
B3GNT7,4292.0
COPS7B,1838.0
ALPI,5418.5
CHRND,5763.0
CHRNG,5830.5
EFHD1,3397.0
GIGYF2,2611.0
NEU2,5900.0
ACKR3,4254.0
COPS8,2748.0
RAMP1,1923.0
ESPNL,4084.0
GPC1,3283.5
ANO7,4031.5
BOK,1796.0
FAM110C,3987.0
SH3YL1,4608.0
TMEM18,2548.0
PXDN,5175.5
CMPK2,4731.0
MBOAT2,5634.5
ITGB1BP1,2416.0
ADAM17,1524.0
YWHAQ,181.0
CYS1,5574.0
NOL10,1768.0
PDIA6,542.0
ROCK2,463.0
E2F6,2000.0
NTSR2,6031.0
NBAS,2537.0
OSR1,4249.0
TTC32,3510.0
WDR35,3199.0
LAPTM4A,138.0
SDC1,1629.0
ATAD2B,3739.0
TP53I3,2600.0
PFN4,5161.0
ITSN2,3313.0
PTRHD1,2679.0
ADCY3,3491.0
POMC,5896.5
DNMT3A,3336.0
ASXL2,2520.0
KIF3C,3608.0
ADGRF3,5236.0
OTOF,5610.0
CIB4,6181.5
CGREF1,3321.0
UCN,3705.0
GTF3C2,1374.0
EIF2B4,1776.5
PPM1G,450.0
FNDC4,2875.0
SUPT7L,2155.5
NLRC4,4829.0
FAM98A,797.0
FEZ2,2202.5
STRN,2865.5
HEATR5B,2686.0
EIF2AK2,1455.0
PRKD3,3433.0
ATL2,1313.0
HNRNPLL,2934.5
SRSF7,1295.0
SOS1,1578.5
THUMPD2,3594.0
SLC8A1,5069.0
COX7A2L,1517.0
KCNG3,5129.0
THADA,2898.0
SRBD1,2919.0
MCFD2,779.0
CALM2,827.0
KCNK12,5113.0
NRXN1,6158.0
PSME4,1150.5
RTN4,341.0
MTIF2,1646.0
PNPT1,863.0
EFEMP1,972.5
FANCL,3195.5
BCL11A,4715.0
FAM161A,4075.5
VPS54,2713.0
SERTAD2,1869.5
SPRED2,2155.5
C1D,2640.5
CNRIP1,5679.0
GFPT1,1230.0
NFU1,2116.0
TIA1,2814.0
TGFA,3837.0
ADD2,5857.0
FIGLA,6236.5
TEX261,1128.5
MCEE,2777.0
CYP26B1,3655.0
EXOC6B,1654.5
NAT8,1941.0
TPRKB,3338.0
BOLA3,1324.0
MOB1A,1264.0
DCTN1,1134.0
RTKN,1810.0
DQX1,4767.0
GCFC2,3394.0
REG3A,5552.0
SUCLG1,336.0
TGOLN2,993.0
RETSAT,1691.5
CAPG,4020.5
SFTPB,5416.0
ST3GAL5,3856.0
POLR1A,1642.5
CD8A,4838.0
KRCC1,2094.5
EIF2AK3,4168.0
ANKRD36C,3261.0
GPAT2,5665.0
STARD7,339.0
NEURL3,4264.0
LMAN2L,1956.0
ANKRD23,4893.0
SEMA4C,2830.0
ANKRD36B,3380.5
COA5,1898.0
TSGA10,4351.0
LYG2,5551.0
REV1,2965.5
AFF3,4943.0
LONRF2,4674.0
TBC1D8,1923.5
ST6GAL2,5816.5
EDAR,5633.0
NPHP1,4760.5
BUB1,2373.0
CKAP2L,2403.0
IL1A,5830.0
IL1B,4558.0
PAX8,4298.5
CCDC93,2156.0
EN1,5891.0
TFCP2L1,5085.0
CLASP1,3136.0
NIFK,2621.0
BIN1,1607.0
CYP27C1,5777.0
LIMS2,4554.0
WDR33,1707.0
POLR2D,1694.5
HS6ST1,2668.0
CCDC115,2990.0
