gene,median
SLC15A3,5021.0
VPS37C,1356.5
VWCE,2497.0
CYB561A3,2641.0
CPSF7,1941.0
SYT7,3769.5
TMEM258,267.0
FADS3,2209.0
FTH1,2029.0
AHNAK,585.0
NXF1,1654.0
WDR74,1418.0
SLC22A8,6057.5
SLC22A24,6143.5
ATL3,842.5
MACROD1,2866.0
BAD,1670.0
NRXN2,5109.0
SF1,1450.0
MAP4K2,3435.0
MEN1,1831.0
BATF2,4311.0
NAALADL1,4616.0
CDCA5,1836.0
ZNHIT2,3817.0
FAU,333.5
SYVN1,1694.0
SLC25A45,3970.5
KCNK7,5144.5
MAP3K11,1997.0
RELA,2278.0
RNASEH2C,2372.5
CFL1,159.0
FOSL1,3270.0
CATSPER1,5830.5
BRMS1,1132.0
B4GAT1,1404.0
MRPL11,761.0
CCDC87,4423.0
PC,1968.5
POLD4,1544.0
CLCF1,3160.0
PPP1CA,1092.0
CABP2,5907.5
C11orf24,1730.0
CPT1A,1485.0
MRPL21,790.0
SHANK2,2573.5
DHCR7,1743.0
ARAP1,2992.0
COA4,1159.0
UCP2,968.0
UCP3,4679.0
KCNE3,4644.0
KLHL35,4690.0
GDPD5,3566.0
LRRC32,4989.0
CLNS1A,1223.0
ALG8,3091.0
GAB2,2804.0
NARS2,3127.0
PRCP,1958.5
CREBZF,3367.0
SYTL2,4148.0
CTSC,1933.0
SLC36A4,3435.0
GPR83,5579.0
CCDC82,3917.0
PGR,6274.0
TRPC6,5943.0
MMP7,4580.5
MMP20,6091.5
MMP27,6431.0
MMP8,6435.0
MMP10,5776.0
MMP1,5637.5
MMP3,6015.0
MMP13,5942.0
CASP4,3825.5
CASP5,5900.0
CASP1,5883.0
SLN,6158.0
NPAT,2351.5
C11orf65,5106.0
EXPH5,5176.0
ARHGAP20,5590.0
POU2AF1,3938.0
FDXACB1,4481.0
DRD2,5830.5
ZW10,2238.0
BUD13,2531.0
ZPR1,2771.0
SCN2B,5671.0
MPZL3,3159.0
BCL9L,2956.0
MCAM,3147.0
THY1,5223.0
TRIM29,5247.0
SIAE,4179.0
ROBO4,5192.0
HEPACAM,6074.0
FEZ1,5399.5
ACRV1,5558.0
PUS3,2536.0
CDON,4550.0
ETS1,3975.0
SNX19,4033.5
OPCML,6393.5
ERC1,2879.0
WNT5B,5229.5
FKBP4,1511.0
TSPAN9,2135.0
CCND2,5138.0
TIGAR,3504.0
NDUFA9,2391.5
KCNA1,6255.5
LTBR,1491.0
ENO2,3662.0
ATN1,1487.5
C12orf57,2275.5
PTPN6,3295.0
C1S,2119.0
FOXJ2,2422.5
NECAP1,3219.0
CLEC4A,4886.0
RIMKLB,4322.0
A2ML1,6143.5
CLEC2D,4312.0
KLRF1,6026.0
CLEC12A,5908.0
GABARAPL1,2434.5
KLRD1,5486.0
ETV6,1955.0
CREBL2,2352.5
CDKN1B,2116.0
GPRC5A,3598.5
EMP1,3467.0
ATF7IP,3323.0
C12orf60,4392.0
PTPRO,4893.0
STRAP,1301.0
MGST1,257.0
CAPZA3,6079.5
AEBP2,2920.0
SLCO1C1,5900.5
SLCO1B1,5497.0
IAPP,5827.0
PYROXD1,3771.0
GOLT1B,1740.5
SPX,5391.0
ETNK1,1749.5
RASSF8,4692.0
SSPN,4708.0
FGFR1OP2,3050.0
PPFIBP1,2255.0
MRPS35,662.0
KLHL42,2529.0
CCDC91,3569.0
TSPAN11,5482.0
BICD1,3836.0
LRRK2,5158.0
PPHLN1,2465.5
CCDC184,5520.0
CCDC65,5409.0
WNT1,6135.5
PRPH,5363.0
SPATS2,2355.0
KCNH3,4378.0
PRPF40B,4296.0
TMBIM6,58.0
SMARCD1,1876.0
LARP4,1550.0
TMPRSS12,6018.0
LETMD1,1106.0
SLC4A8,5133.0
ACVR1B,2740.0
ACVRL1,5011.0
KRT18,144.0
EIF4B,270.5
TNS2,3484.0
IGFBP6,3538.0
SOAT2,4228.0
MFSD5,2714.0
ESPL1,2530.5
PFDN5,813.0
SP1,2078.0
AMHR2,5162.0
HOXC13,4725.0
HOXC11,5296.0
HOXC8,4789.0
COPZ1,648.0
NEUROD4,6117.0
GDF11,4017.0
ORMDL2,2568.0
DGKA,4031.5
IKZF4,3821.0
ERBB3,312.0
ZC3H10,3924.0
NABP2,1541.0
SLC39A5,2321.5
IL23A,4491.0
NXPH4,3137.0
GLI1,5121.0
MBD6,2652.0
PIP4K2C,1619.0
DTX3,4178.0
SLC16A7,4903.0
MON2,2820.0
SRGAP1,3769.0
TBK1,3240.5
LEMD3,2625.0
MSRB3,3585.0
IRAK3,4590.0
DYRK2,1588.0
MDM2,1404.0
CPSF6,1502.0
YEATS4,2575.0
FRS2,2746.5
CCT2,286.0
RAB3IP,2851.0
MYRFL,5419.0
CNOT2,2686.0
LGR5,3020.0
THAP2,4526.0
TBC1D15,2166.5
TPH2,6273.5
TRHDE,5600.5
GLIPR1,4701.5
NAV3,5161.0
ACSS3,4061.5
LRRIQ1,5717.0
NTS,4929.0
C12orf29,3684.0
TMTC3,2322.0
PLEKHG7,5724.0
SOCS2,4426.5
VEZT,1583.0
SNRPF,2613.0
ELK3,2774.0
NEDD1,2243.0
TMPO,1222.5
SLC25A3,203.0
APAF1,2688.5
SLC17A8,5834.0
GAS2L3,2291.0
MYBPC1,5429.0
PARPBP,3822.0
RFX4,5886.0
TMEM263,1794.5
ISCU,972.0
DAO,4354.0
USP30,3139.0
ACACB,3305.0
FAM222A,2808.5
TCHP,3435.5
IFT81,4234.0
TCTN1,4298.0
CCDC63,6185.0
CUX2,5240.0
SH2B3,3931.0
ERP29,810.0
TRAFD1,3124.0
PTPN11,1458.0
OAS1,2919.0
OAS3,2751.0
OAS2,4975.0
PLBD2,1168.0
RNFT2,3649.0
RFC5,2545.0
PEBP1,227.0
SRRM4,5915.5
HSPB8,4244.0
PRKAB1,1712.0
SIRT4,4858.0
DYNLL1,630.0
RNF10,1320.0
CABP1,5816.5
UNC119B,2431.0
HNF1A,3220.5
P2RX7,5480.0
RNF34,1591.0
LRRC43,5897.0
B3GNT4,5003.0
KNTC1,2610.0
DENR,509.0
CCDC62,5279.5
OGFOD2,4310.0
SNRNP35,3142.0
TMED2,365.5
AACS,3150.0
FZD10,6079.5
ADGRD1,5223.5
SFSWAP,2866.0
PUS1,2342.0
P2RX2,5498.0
PGAM5,1741.5
ZNF26,4257.0
ZNF140,4619.0
SLC6A12,4255.0
SLC6A13,5152.0
KDM5A,1869.5
NINJ2,3601.0
FBXL14,3517.5
NRIP2,5276.5
FOXM1,1315.0
CRACR2A,5753.0
FGF23,5678.0
FGF6,5891.0
AKAP3,5165.0
TNFRSF1A,1758.5
SCNN1A,3667.0
VAMP1,3199.0
MRPL51,435.0
NOP2,1992.0
LPAR5,4704.0
ACRBP,4986.0
ING4,3557.0
ZNF384,3259.5
PIANP,5161.0
MLF2,387.0
CDCA3,2321.5
PHB2,895.0
CD163L1,5276.0
CD163,5974.5
APOBEC1,5972.0
CLEC4C,6231.0
C3AR1,5891.0
CLEC4E,5796.0
MFAP5,5609.5
A2M,379.5
CD69,6193.0
CLEC2B,4939.0
CLEC7A,5728.0
KLRC3,6353.5
MAGOHB,3680.0
STYK1,5307.0
GPR19,4484.0
GPRC5D,5459.5
PLBD1,2721.0
WBP11,1530.0
MGP,5184.0
ERP27,4879.0
LMO3,5308.0
RECQL,3243.5
LDHB,4276.5
ABCC9,4691.0
ST8SIA1,5795.0
C2CD5,2696.5
SOX5,3270.0
LMNTD1,5881.0
TMTC1,4913.0
CAPRIN2,2603.5
AK4,1050.0
AMN1,4389.0
YARS2,2781.5
KIF21A,2077.5
ABCD2,6079.5
SLC2A13,4289.0
YAF2,3233.0
ZCRB1,3534.0
NELL2,5322.0
SCAF11,2282.5
SLC38A1,757.0
AMIGO2,4314.0
ENDOU,5815.0
HDAC7,2927.0
VDR,4142.0
COL2A1,5113.0
DDX23,1719.0
RND1,3767.0
KMT2D,1587.0
TUBA1A,3048.0
FAM186B,5018.0
FMNL3,4165.0
FAIM2,5645.0
LIMA1,2021.0
CSRNP2,2417.0
CELA1,6092.5
KRT85,5767.0
KRT74,6074.0
KRT73,6029.0
KRT1,6152.0
KRT79,5871.5
SPRYD3,2094.0
ITGB7,5233.0
CBX5,1647.0
GPR84,5891.0
ZNF385A,3523.0
ITGA5,2263.0
GTSF1,4994.0
SARNP,2902.0
MMP19,5192.0
RNF41,2719.0
CS,979.0
APOF,5357.0
GLS2,4593.5
PRIM1,1044.5
SDR9C7,5891.0
RDH16,4670.0
NEMP1,1968.0
DDIT3,2304.0
B4GALNT1,4117.0
CDK4,701.0
CYP27B1,4403.0
AVIL,4938.0
AVPR1A,5078.0
GNS,456.0
WIF1,5816.5
GRIP1,5857.0
MDM1,3922.0
CPM,3643.0
BEST3,5791.0
PTPRB,4588.5
PTPRR,5022.5
TSPAN8,3255.0
ZFC3H1,2539.0
KCNC2,5900.0
CAPS2,5513.5
NAP1L1,1332.0
OSBPL8,1326.0
E2F7,3940.0
PAWR,1743.0
LIN7A,3136.0
SLC6A15,6035.5
C12orf50,6193.0
KITLG,2597.0
DUSP6,1655.0
ATP2B1,2137.0
LUM,4388.0
DCN,5036.0
BTG1,973.0
EEA1,2836.0
CEP83,4026.0
TMCC3,5413.0
NDUFA12,225.0
NR2C1,2846.0
USP44,5653.5
CCDC38,5330.0
HAL,3255.0
IKBIP,2666.0
ANKS1B,5081.0
DEPDC4,4722.0
SYCP3,5451.0
NUP37,2098.0
PAH,1668.0
NT5DC3,2941.0
CRY1,2237.0
CMKLR1,5571.0
SART3,2230.0
TRPV4,4551.5
GLTP,2796.5
GIT2,2714.0
C12orf76,3328.0
ARPC3,620.5
GPN3,1577.5
HVCN1,5373.0
TMEM116,3882.5
NAA25,2632.5
SLC8B1,3317.0
SDS,4462.0
LHX5,5283.0
RBM19,2305.5
TBX5,6074.0
TBX3,2514.0
FBXO21,2339.0
WSB2,1380.0
TAOK3,2258.0
CIT,3711.0
RAB35,2415.0
GCN1,1006.0
PXN,3456.0
MSI1,4033.0
POP5,1388.0
C12orf43,3327.0
CAMKK2,1510.0
KDM2B,3327.0
RHOF,2847.0
HPD,4531.0
DIABLO,2055.0
VPS33A,3165.0
CLIP1,3319.0
ABCB9,4322.0
UBC,73.0
SLC15A4,3289.0
STX2,2954.5
POLE,1815.0
GOLGA3,1726.0
CHFR,3651.0
IFT88,3090.0
TNFRSF19,3703.0
C1QTNF9,6074.0
RNF17,6192.0
PABPC3,5040.0
ATP8A2,5513.0
CDK8,2516.0
RASL11A,3246.0
GTF3A,918.5
PDX1,5071.0
POMP,2243.0
MTUS2,5659.0
UBE2L3,673.0
ALOX5AP,4430.0
PDS5B,2842.0
RFC3,1334.0
NBEA,4666.0
RFXAP,4024.0
NHLRC3,2816.0
COG6,3155.5
WBP4,3447.0
NAA16,3610.0
RGCC,3300.0
DGKH,3541.0
AKAP11,2198.0
TNFSF11,5572.0
DGKZ,3213.0
LRRC63,5313.0
LRCH1,3731.0
NUDT15,3399.5
ITM2B,1345.5
RB1,1610.0
MLNR,6148.5
SETDB2,3445.0
PHF11,3255.5
RNASEH2B,3627.0
CKAP2,2120.0
BORA,3697.0
PIBF1,3325.5
UCHL3,1285.0
CLN5,2709.0
SCEL,5924.5
SLAIN1,4087.0
NDFIP2,2020.0
GPC5,5633.0
GPR180,2816.0
IPO5,1200.0
UBAC2,1946.5
ZIC2,3433.0
ITGBL1,5567.0
BIVM,2828.5
ABHD13,3649.0
TNFSF13B,5217.0
ING1,3910.0
ARHGEF7,2586.0
ATP11A,2680.5
MCF2L,4602.5
F7,1654.0
PROZ,3330.0
CUL4A,1431.0
TMCO3,2130.0
GAS6,3580.0
CDC16,1252.0
CHAMP1,1985.0
PSPC1,1519.0
ZMYM5,3610.0
GJA3,5248.0
CRYL1,2222.5
ZDHHC20,1747.0
MICU2,2966.0
PARP4,1008.0
AMER2,5975.0
SHISA2,5685.0
RNF6,2912.0
GPR12,6170.0
MTIF3,1957.5
CDX2,4334.0
FLT3,5816.5
FLT1,5830.5
SLC46A3,4299.0
SLC7A1,2488.0
UBL3,2885.5
KATNAL1,3632.0
HSPH1,1388.5
STARD13,3542.0
SUPT20H,2786.0
TRPC4,5804.5
KBTBD7,3850.0
VWA8,2407.0
EPSTI1,5161.0
TSC22D1,2302.0
NUFIP1,2548.0
KCTD4,6035.5
ZC3H13,3072.0
CPB2,2461.0
CAB39L,3578.0
RCBTB1,2616.0
SPRYD7,3631.5
INTS6,3627.0
ATP7B,1205.0
VPS36,2107.0
PCDH8,6247.0
PCDH9,5171.0
KLF12,3456.0
EDNRB,4491.0
POU4F1,4789.0
RBM26,2448.0
DCT,5781.5
UGGT2,2479.5
STK24,1780.5
SLC15A1,4765.0
DOCK9,3976.0
GPR183,5097.0
TMTC4,3615.0
FGF14,5857.0
METTL21C,6396.0
TEX30,3961.5
SLC10A2,6116.0
IRS2,4521.5
COL4A1,4602.5
PCID2,2103.0
GRTP1,2879.5
PARP2,1948.0
APEX1,254.0
EDDM3A,6293.5
RNASE2,6143.5
RPGRIP1,5425.0
ABHD4,1445.0
NGDN,1563.0
DHRS2,4137.0
NYNRIN,3517.5
KHNYN,1067.0
FOXG1,5526.0
G2E3,2989.0
ARHGAP5,2506.0
AKAP6,5100.0
SRP54,1565.5
INSM2,5820.0
BRMS1L,3896.0
PAX9,5275.0
MIPOL1,4556.5
GEMIN2,2081.0
PNN,889.0
LRFN5,5391.0
PRPF39,3245.0
DNAJC19,3159.5
MGAT2,2672.0
ARF6,1351.0
ATL1,4599.0
FRMD6,3544.0
PTGDR,6070.5
PTGER2,4949.0
CDKN3,1810.0
CGRRF1,4103.0
MAPK1IP1L,1280.0
LGALS3,1750.0
KTN1,2200.5
ARID4A,2893.0
KIAA0586,3698.5
DACT1,5090.0
DAAM1,2965.0
JKAMP,3575.5
SLC38A6,4053.0
PRKCH,3988.0
RHOJ,5030.0
SYNE2,4035.0
AKAP5,5110.0
HSPA2,4513.5
FUT8,4163.0
GPHN,2562.5
ARG2,3105.0
RDH12,4611.0
RAD51B,4622.0
EXD2,3014.0
SUSD6,3552.0
SRSF5,515.0
TTC9,3468.0
SIPA1L1,2972.0
RBM25,1940.0
PSEN1,2509.0
PAPLN,4275.0
DNAL1,3838.0
PTGR2,3936.0
ISCA2,2754.0
FCF1,1220.0
EIF2B2,1435.5
ZC2HC1C,4797.0
JDP2,3857.5
BATF,5159.0
FLVCR2,2835.0
ESRRB,5570.0
CIPC,3544.0
TMEM63C,5190.0
SLIRP,1430.0
ADCK1,4455.0
NRXN3,5707.5
TSHR,6039.5
GPR65,5694.0
SPATA7,3951.5
TTC8,3944.0
TDP1,2094.5
KCNK13,5395.0
CALM1,2265.5
SLC24A4,5920.5
SERPINA4,3506.0
TCL1B,6148.5
BDKRB1,5817.0
CCNK,3094.5
EVL,2923.0
SLC25A47,4992.0
PPP2R5C,2091.0
WDR20,3056.0
RCOR1,3074.0
AMN,4193.0
EIF5,1132.0
TRMT61A,2988.0
KLC1,1957.0
KIF26A,5696.0
INF2,1789.0
SIVA1,1450.5
PACS2,2453.5
TTC5,3783.0
CCNB1IP1,922.0
TEP1,2997.0
OSGEP,2863.5
RNASE1,3999.0
ZNF219,2996.0
RAB2B,2236.5
DAD1,154.0
RBM23,2859.0
PRMT5,1552.0
HAUS4,1918.5
AJUBA,1521.0
C14orf93,3414.0
CDH24,4351.0
SLC7A8,4067.0
SLC22A17,4226.0
EFS,5465.5
AP1G2,3938.0
CBLN3,4556.5
SDR39U1,3504.5
GZMH,5901.0
STXBP6,2916.0
NOVA1,4032.0
PRKD1,4437.0
STRN3,1831.0
HEATR5A,1866.5
DTD2,2010.0
EGLN3,4168.5
EAPP,1857.0
CFL2,2591.0
BAZ1A,2205.5
NFKBIA,422.0
SLC25A21,5356.0
CLEC14A,5229.0
TRAPPC6B,2322.0
KLHL28,2253.0
MDGA2,6018.0
RPS29,304.5
RPL36AL,410.0
POLE2,3474.5
L2HGDH,3167.0
CDKL1,5062.0
MAP4K5,1997.0
SAV1,3272.0
NIN,2837.0
TRIM9,5320.0
TXNDC16,3684.0
FERMT2,2314.0
DDHD1,4014.0
BMP4,3410.0
GCH1,2718.0
WDHD1,3588.0
OTX2,6230.0
EXOC5,2691.0
SLC35F4,6072.0
TIMM9,1848.5
SIX4,3668.0
KCNH5,5849.5
WDR89,3527.0
SPTB,5513.0
GPX2,993.5
MAX,2204.0
ACTN1,369.0
DCAF5,2259.0
SLC10A1,4658.5
SLC8A3,5857.0
DPF3,5096.5
ZFYVE1,2796.5
HEATR4,5684.0
FAM161B,4282.5
ENTPD5,1430.0
RPS6KL1,4138.0
MLH3,2558.0
ACYP1,3569.0
TGFB3,4279.0
ZDHHC22,5920.5
POMT2,2814.0
NOXRED1,4791.0
ISM2,5310.0
SNW1,1865.0
CEP128,4417.0
SEL1L,1486.0
GALC,3060.5
KCNK10,5736.0
PTPN21,3772.0
FOXN3,1225.0
EFCAB11,4336.0
NRDE2,3884.5
TTC7B,4868.0
FBLN5,3239.0
TRIP11,2871.5
LGMN,675.0
SERPINA9,6080.5
CLMN,4660.0
ATG2B,3506.0
BCL11B,4820.0
HSP90AA1,48.0
MOK,4205.0
ANKRD9,1758.0
CDC42BPB,1355.5
BAG5,2561.0
XRCC3,3782.5
PPP1R13B,2846.0
AKT1,2890.0
CDCA4,2487.0
GPR132,5747.0
NUDT14,2127.5
BRF1,4164.0
NPAP1,5697.5
GABRG3,6261.5
RYR3,6042.0
CHRM5,5938.0
PGBD4,4550.0
EMC4,1846.0
SPRED1,2539.5
FAM98B,2257.0
THBS1,2432.0
KNSTRN,2311.0
CHST14,1719.0
C15orf62,4538.5
SPINT1,3752.0
DLL4,4683.0
CHP1,577.0
RTF1,2332.5
ITPKA,2695.0
MGA,2068.0
HAUS2,1216.0
ADAL,3701.0
TUBGCP4,3192.5
CTDSPL2,2707.0
EIF3J,1652.0
DUOX1,5652.5
SLC28A2,5306.0
SPATA5L1,3559.0
SEMA6D,5068.0
SLC12A1,6193.0
DUT,1063.5
GALK2,3481.0
DTWD1,3839.0
UNC13C,5392.0
TCF12,1387.0
CCNB2,1533.0
LDHAL6B,6062.0
FAM81A,4477.0
GCNT3,2781.5
C2CD4A,5185.0
TPM1,1273.0
LACTB,1371.5
FBXL22,5006.5
SNX1,1723.0
SNX22,4105.0
ZNF609,2731.5
ANKDD1A,4505.0
SLC51B,2757.5
SLC24A1,3964.0
RAB11A,1137.0
DIS3L,2790.5
MAP2K1,1831.0
ZWILCH,1987.0
SMAD6,3147.0
SMAD3,1752.0
IQCH,4596.0
MAP2K5,2708.0
FEM1B,1400.0
GLCE,2302.0
KIF23,2222.0
LRRC49,5276.5
CD276,2160.0
TBC1D21,5805.0
PML,3923.0
ISLR2,5751.0
CLK3,2734.0
CYP1A2,4702.0
C15orf39,3237.0
COMMD4,1289.0
SNX33,3039.0
FBXO22,2094.5
ISL2,4494.0
RCN2,2319.0
PSTPIP1,5857.0
HMG20A,2157.0
IREB2,1204.0
PSMA4,1061.0
TMED3,1402.0
ZFAND6,1739.0
FAH,2047.5
IL16,5427.0
SAXO2,5593.5
TM6SF1,6124.5
ADAMTSL3,5574.0
ZNF592,3406.0
PDE8A,2903.0
AKAP13,1866.0
MRPS11,1750.5
ACAN,6205.0
ABHD2,1271.5
WDR93,5612.0
ZNF710,2679.0
SEMA4B,1977.5
GDPGP1,4206.0
FES,3356.0
RCCD1,2902.0
SLCO3A1,4869.0
NR2F2,2404.0
SYNM,3276.0
LRRC28,1784.0
MEF2A,2053.5
ALDH1A3,5146.0
ATP10A,4824.5
GABRB3,5871.5
FMN1,5510.5
AVEN,2418.5
SLC12A6,3406.0
NOP10,391.5
ACTC1,5930.0
AQR,2507.0
ZNF770,2712.0
DPH6,2621.0
MEIS2,3158.0
RASGRP1,5487.5
GPR176,4392.0
SRP14,593.0
BMF,4102.0
PPP1R14D,5058.0
LTK,5274.5
RPAP1,3177.0
EHD4,3351.0
PLA2G4F,5752.5
VPS39,2230.5
TMEM87A,1593.0
TTBK2,3649.0
TGM5,5393.0
LCMT2,2709.0
PPIP5K1,3702.0
ELL3,5015.0
SPG11,2608.0
DUOXA1,5061.0
SLC30A4,3292.0
MYEF2,4514.0
CEP152,4002.5
COPS2,1845.0
ATP8B4,5546.5
CYP19A1,5636.5
DMXL2,1606.5
LYSMD2,4288.5
BCL2L10,5629.0
GNB5,3869.0
ARPP19,927.0
ONECUT1,1367.5
RAB27A,3445.0
PYGO1,5506.0
PRTG,3332.5
NEDD4,1116.0
ALDH1A2,5383.0
ADAM10,2115.0
SLTM,2492.0
ANXA2,422.0
ICE2,2253.0
RORA,4175.0
VPS13C,1795.0
DAPK2,4094.0
PPIB,826.0
PIF1,4069.0
SPG21,656.0
MTFMT,2188.0
IGDCC3,3933.5
LCTL,5774.0
AAGAB,1237.0
CALML4,3304.5
ITGA11,4940.0
TLE3,3734.0
UACA,2490.0
LARP6,3865.0
THAP10,4434.0
MYO9A,3508.0
PKM,154.0
PARP6,3072.5
CELF6,4848.0
HEXA,1949.0
ADPGK,2016.0
HCN4,4892.0
NPTN,945.5
CYP1A1,4502.0
COX5A,474.0
RPP25,3670.0
MAN2C1,2571.0
SIN3A,2006.0
PTPN9,3464.0
SNUPN,2109.0
NRG4,5111.0
ETFA,1251.0
SCAPER,2451.5
LINGO1,4782.0
TBC1D2B,1931.0
CIB2,2896.0
CHRNB4,5544.0
ADAMTS7,4771.0
RASGRF1,5700.0
BCL2A1,5702.0
FSD2,5535.0
C15orf40,4066.0
NMB,2906.0
SEC11A,1949.5
KLHL25,4094.0
NTRK3,6056.0
DET1,3623.0
HAPLN3,4619.0
MFGE8,2027.0
PLIN1,5126.0
PEX11A,3055.0
CIB1,254.0
LYSMD4,2882.0
ADAMTS17,5076.0
SNRPA1,2718.0
PCSK6,1791.0
SNRNP25,1781.0
MPG,2806.0
HBZ,6146.0
HBM,6339.0
HBQ1,4180.5
ARHGDIG,5162.0
STUB1,1902.0
HAGHL,4163.0
CACNA1H,3998.5
UBE2I,2179.0
TELO2,3886.5
TMEM204,5116.0
NUBP2,2429.0
FAHD1,1839.5
NDUFB10,721.0
RNF151,5493.5
GFER,3491.0
TSC2,3493.0
RAB26,3432.0
E4F1,3350.0
NTN3,5127.0
ATP6V0C,799.5
FLYWCH1,3289.0
KREMEN2,5029.5
PAQR4,2819.0
TNFRSF12A,1171.0
IL32,1498.0
ZNF213,4052.0
OR1F1,5473.5
ZNF263,2541.0
UBN1,1731.5
RBFOX1,5857.0
METTL22,3397.0
ABAT,4225.5
ATF7IP2,3820.0
CIITA,4980.0
SNN,3404.0
TMC7,3361.0
ITPRIPL2,2449.5
TMC5,5173.0
ACSM2A,4973.0
ACSM3,3040.5
SCNN1G,6014.5
UBFD1,2057.0
DCTN5,2087.0
CHP2,5513.0
RBBP6,2958.0
LCMT1,1443.0
AQP8,5615.0
IL4R,2858.0
IL21R,5612.0
SH2B1,3155.0
ATP2A1,4599.0
CD19,4964.0
NFATC2IP,2116.0
LAT,4442.0
SPN,4144.0
QPRT,422.0
PRRT2,4605.0
MVP,1339.5
TAOK2,1629.0
INO80E,2997.0
CORO1A,3804.0
ZNF771,3672.0
PRR14,3092.0
FBXL19,3725.0
SETD1A,2565.0
ZNF646,3275.0
BCKDK,1372.0
KAT8,3309.0
ITGAD,6044.5
ARMC5,3539.0
SLC5A2,5775.0
AHSP,5571.0
ORC6,1376.0
LONP2,1368.0
CNEP1R1,3856.0
HEATR3,3155.5
NKD1,4787.0
NOD2,5628.5
CYLD,4271.0
SLC6A2,5513.0
GNAO1,5373.0
OGFOD1,1990.0
MT3,5623.0
MT2A,187.5
MT1F,2708.0
MT1H,4902.5
MT1X,897.0
CETP,5066.0
CPNE2,4610.0
ARL2BP,2798.0
CCL22,5296.5
CX3CL1,3020.5
ADGRG5,4843.5
ADGRG1,4786.5
KATNB1,1799.0
TEPP,5823.5
CCDC113,4970.0
GINS3,2860.0
NDRG4,4625.0
SETD6,3195.5
CDH5,5604.5
CMTM3,2300.0
PDP2,2957.5
CES2,914.0
CES3,4050.5
CBFB,2559.0
E2F4,1687.5
TMEM208,2008.0
LRRC36,5965.0
CTCF,1743.5
PARD6A,3985.0
THAP11,1737.0
DUS2,3328.0
NFATC3,2190.0
PLA2G15,3300.0
TANGO6,4085.0
HAS3,4715.5
NIP7,2636.0
NFAT5,1821.5
WWP2,2893.0
PDPR,2198.0
DDX19B,2582.0
SF3B3,1726.0
MARVELD3,3971.0
IST1,1822.0
DHODH,3289.0
PSMD7,793.0
TERF2IP,2047.0
CLEC3A,6204.0
DYNLRB2,5657.0
CENPN,1729.0
ATMIN,2437.0
BCO1,5814.5
PLCG2,3798.0
HSD17B2,2975.0
CDH13,5898.0
MLYCD,3999.0
OSGIN1,3888.0
NECAB2,4538.5
ATP2C2,5646.0
KLHL36,2206.0
CRISPLD2,4601.0
FOXL1,5552.0
MAP1LC3B,1810.5
JPH3,5872.0
BANP,3634.0
ZFPM1,2739.0
ZC3H18,3362.0
CTU2,2940.0
ACSF3,4008.0
SPG7,1875.0
CPNE7,4632.0
CDK10,3612.0
ZNF276,3742.0
SPIRE2,2815.0
TCF25,1463.0
DEF8,3178.0
GAS8,3176.0
POLR3K,2255.0
NPRL3,2726.0
AXIN1,2793.0
MRPL28,2077.5
WDR24,3637.0
TPSG1,5013.0
TSR3,1403.5
UNKL,3308.0
IFT140,4184.0
SPSB3,2971.0
MSRB1,1166.0
NTHL1,1879.5
BRICD5,3946.5
PRSS27,5086.0
PKMYT1,3789.0
MEFV,5069.0
TIGD7,4723.5
ZSCAN32,3358.5
ZNF597,3343.0
SLX4,3736.0
TRAP1,1496.0
TFAP4,4411.0
ROGDI,3803.5
GLYR1,2164.0
NAGPA,2308.5
CARHSP1,1126.0
TEKT5,6072.0
ZC3H7A,1505.0
RPS15A,417.0
ARL6IP1,139.5
KNOP1,3888.0
GPRC5B,4338.0
ACSM1,5768.0
THUMPD1,3085.0
ERI2,3596.5
CDR2,2175.0
NDUFAB1,411.0
ZKSCAN2,3511.0
NSMCE1,2109.0
GTF3C1,1224.5
GSG1L,6049.5
CLN3,3223.0
IL27,5398.5
SULT1A2,3862.0
SULT1A1,4016.0
RABEP2,3699.0
CDIPT,1475.0
HIRIP3,2565.0
MAPK3,1176.5
CD2BP2,2124.0
ZNF747,3485.0
ZNF764,2384.0
ZNF688,4163.0
ZNF689,1689.0
ZNF629,3278.0
BCL7C,3246.0
PRSS53,4421.0
VKORC1,354.5
PRSS8,4966.5
PYCARD,5009.0
ZNF843,5324.0
SHCBP1,3450.0
VPS35,1889.0
MYLK3,5310.0
C16orf87,2680.0
NETO2,3417.0
ITFG1,2461.0
ABCC12,6274.0
ABCC11,5084.5
SIAH1,2922.0
N4BP1,2390.0
SNX20,5750.0
SALL1,2290.0
AKTIP,3436.0
IRX3,2500.0
AMFR,1544.0
NUDT21,1317.0
MT1G,1289.0
CCDC102A,4096.0
CNGB1,4508.0
ZNF319,3650.0
CFAP20,2197.5
CNOT1,616.0
GOT2,398.0
DYNC1LI2,977.0
NAE1,2171.0
RRAD,5174.5
TRADD,2981.0
EXOC3L1,5518.0
FHOD1,3943.0
TPPP3,5216.0
ZDHHC1,4341.5
AGRP,5666.5
ENKD1,2696.0
PSMB10,2944.0
DPEP3,5646.0
TMED6,4719.0
NQO1,188.0
COG4,2208.0
VAC14,2242.0
PMFBP1,4929.0
MLKL,4066.5
WDR59,1452.0
LDHD,3242.5
TMEM170A,2945.5
ADAT1,2541.0
MAF,3004.0
CMC2,2446.5
PKD1L2,5248.0
MPHOSPH6,2558.0
TAF1C,2933.0
COTL1,4777.0
GINS2,1724.0
C16orf74,4974.5
